unique_id_l,unique_id_r,source_dataset_l,source_dataset_r,clerical_match_score
0,46,df_left,df_right,0.0
0,47,df_left,df_right,0.0
0,48,df_left,df_right,0.0
0,49,df_left,df_right,0.0
0,50,df_left,df_right,0.0
0,51,df_left,df_right,0.0
0,52,df_left,df_right,0.0
0,53,df_left,df_right,0.0
0,54,df_left,df_right,0.0
0,55,df_left,df_right,0.0
0,56,df_left,df_right,0.0
0,57,df_left,df_right,0.0
0,58,df_left,df_right,0.0
0,59,df_left,df_right,0.0
0,60,df_left,df_right,0.0
0,61,df_left,df_right,0.0
0,62,df_left,df_right,0.0
0,63,df_left,df_right,0.0
0,64,df_left,df_right,0.0
0,65,df_left,df_right,0.0
0,66,df_left,df_right,0.0
0,67,df_left,df_right,0.0
0,68,df_left,df_right,0.0
0,69,df_left,df_right,0.0
0,70,df_left,df_right,0.0
0,71,df_left,df_right,0.0
0,72,df_left,df_right,0.0
0,73,df_left,df_right,0.0
0,74,df_left,df_right,0.0
0,75,df_left,df_right,0.0
0,76,df_left,df_right,0.0
0,77,df_left,df_right,0.0
0,78,df_left,df_right,0.0
0,79,df_left,df_right,0.0
0,80,df_left,df_right,0.0
0,81,df_left,df_right,0.0
0,82,df_left,df_right,0.0
0,83,df_left,df_right,0.0
0,84,df_left,df_right,0.0
0,85,df_left,df_right,0.0
0,86,df_left,df_right,0.0
0,87,df_left,df_right,0.0
0,88,df_left,df_right,0.0
0,89,df_left,df_right,0.0
0,90,df_left,df_right,0.0
0,91,df_left,df_right,0.0
0,92,df_left,df_right,0.0
0,93,df_left,df_right,0.0
0,94,df_left,df_right,0.0
0,95,df_left,df_right,0.0
0,96,df_left,df_right,0.0
0,97,df_left,df_right,0.0
0,98,df_left,df_right,0.0
0,99,df_left,df_right,0.0
0,100,df_left,df_right,0.0
0,101,df_left,df_right,0.0
0,102,df_left,df_right,0.0
0,103,df_left,df_right,0.0
0,104,df_left,df_right,0.0
0,105,df_left,df_right,0.0
0,106,df_left,df_right,0.0
0,107,df_left,df_right,0.0
0,108,df_left,df_right,0.0
0,109,df_left,df_right,0.0
0,110,df_left,df_right,0.0
0,111,df_left,df_right,0.0
0,112,df_left,df_right,0.0
0,113,df_left,df_right,0.0
0,114,df_left,df_right,0.0
0,115,df_left,df_right,0.0
0,116,df_left,df_right,0.0
0,117,df_left,df_right,0.0
0,118,df_left,df_right,0.0
0,119,df_left,df_right,0.0
0,120,df_left,df_right,0.0
0,121,df_left,df_right,0.0
0,122,df_left,df_right,0.0
0,123,df_left,df_right,0.0
0,124,df_left,df_right,0.0
0,125,df_left,df_right,0.0
0,126,df_left,df_right,0.0
0,127,df_left,df_right,0.0
0,128,df_left,df_right,0.0
0,129,df_left,df_right,0.0
0,130,df_left,df_right,0.0
0,131,df_left,df_right,0.0
0,132,df_left,df_right,0.0
0,133,df_left,df_right,0.0
0,134,df_left,df_right,0.0
0,135,df_left,df_right,0.0
0,136,df_left,df_right,0.0
0,137,df_left,df_right,0.0
0,138,df_left,df_right,0.0
0,139,df_left,df_right,0.0
0,140,df_left,df_right,0.0
0,141,df_left,df_right,0.0
0,142,df_left,df_right,0.0
0,143,df_left,df_right,0.0
0,144,df_left,df_right,0.0
0,145,df_left,df_right,0.0
0,146,df_left,df_right,0.0
0,147,df_left,df_right,0.0
0,148,df_left,df_right,0.0
0,149,df_left,df_right,0.0
0,150,df_left,df_right,0.0
0,151,df_left,df_right,0.0
0,152,df_left,df_right,0.0
0,212,df_left,df_right,0.0
0,213,df_left,df_right,0.0
0,214,df_left,df_right,0.0
0,215,df_left,df_right,0.0
0,216,df_left,df_right,0.0
0,217,df_left,df_right,0.0
0,218,df_left,df_right,0.0
0,219,df_left,df_right,0.0
0,220,df_left,df_right,0.0
0,221,df_left,df_right,0.0
0,222,df_left,df_right,0.0
0,223,df_left,df_right,0.0
0,224,df_left,df_right,0.0
0,225,df_left,df_right,0.0
0,226,df_left,df_right,0.0
0,227,df_left,df_right,0.0
0,228,df_left,df_right,0.0
0,229,df_left,df_right,0.0
0,230,df_left,df_right,0.0
0,231,df_left,df_right,0.0
0,232,df_left,df_right,0.0
0,233,df_left,df_right,0.0
0,234,df_left,df_right,0.0
0,235,df_left,df_right,0.0
0,236,df_left,df_right,0.0
0,237,df_left,df_right,0.0
0,238,df_left,df_right,0.0
0,239,df_left,df_right,0.0
0,240,df_left,df_right,0.0
0,241,df_left,df_right,0.0
0,242,df_left,df_right,0.0
0,243,df_left,df_right,0.0
0,244,df_left,df_right,0.0
0,245,df_left,df_right,0.0
0,246,df_left,df_right,0.0
0,247,df_left,df_right,0.0
0,248,df_left,df_right,0.0
0,249,df_left,df_right,0.0
0,250,df_left,df_right,0.0
0,251,df_left,df_right,0.0
0,252,df_left,df_right,0.0
0,253,df_left,df_right,0.0
0,254,df_left,df_right,0.0
0,255,df_left,df_right,0.0
0,256,df_left,df_right,0.0
0,257,df_left,df_right,0.0
0,258,df_left,df_right,0.0
0,259,df_left,df_right,0.0
0,260,df_left,df_right,0.0
0,261,df_left,df_right,0.0
0,262,df_left,df_right,0.0
0,263,df_left,df_right,0.0
0,264,df_left,df_right,0.0
0,265,df_left,df_right,0.0
0,266,df_left,df_right,0.0
0,267,df_left,df_right,0.0
0,268,df_left,df_right,0.0
0,269,df_left,df_right,0.0
0,270,df_left,df_right,0.0
1,20,df_left,df_right,0.0
1,21,df_left,df_right,0.0
1,22,df_left,df_right,0.0
1,23,df_left,df_right,0.0
1,24,df_left,df_right,0.0
1,25,df_left,df_right,0.0
1,26,df_left,df_right,0.0
1,27,df_left,df_right,0.0
1,28,df_left,df_right,0.0
1,29,df_left,df_right,0.0
1,30,df_left,df_right,0.0
1,31,df_left,df_right,0.0
1,32,df_left,df_right,0.0
1,33,df_left,df_right,0.0
1,34,df_left,df_right,0.0
1,35,df_left,df_right,0.0
1,36,df_left,df_right,0.0
1,37,df_left,df_right,0.0
1,38,df_left,df_right,0.0
1,39,df_left,df_right,0.0
1,40,df_left,df_right,0.0
1,41,df_left,df_right,0.0
1,42,df_left,df_right,0.0
1,43,df_left,df_right,0.0
1,44,df_left,df_right,0.0
1,45,df_left,df_right,0.0
1,46,df_left,df_right,0.0
1,47,df_left,df_right,0.0
1,48,df_left,df_right,0.0
1,49,df_left,df_right,0.0
1,50,df_left,df_right,0.0
1,51,df_left,df_right,0.0
1,52,df_left,df_right,0.0
1,53,df_left,df_right,0.0
1,54,df_left,df_right,0.0
1,55,df_left,df_right,0.0
1,56,df_left,df_right,0.0
1,57,df_left,df_right,0.0
1,58,df_left,df_right,0.0
1,59,df_left,df_right,0.0
1,60,df_left,df_right,0.0
1,61,df_left,df_right,0.0
1,62,df_left,df_right,0.0
1,63,df_left,df_right,0.0
1,64,df_left,df_right,0.0
1,65,df_left,df_right,0.0
1,66,df_left,df_right,0.0
1,67,df_left,df_right,0.0
1,68,df_left,df_right,0.0
1,69,df_left,df_right,0.0
1,70,df_left,df_right,0.0
1,71,df_left,df_right,0.0
1,72,df_left,df_right,0.0
1,73,df_left,df_right,0.0
1,74,df_left,df_right,0.0
1,75,df_left,df_right,0.0
1,76,df_left,df_right,0.0
1,77,df_left,df_right,0.0
1,78,df_left,df_right,0.0
1,79,df_left,df_right,0.0
1,80,df_left,df_right,0.0
1,81,df_left,df_right,0.0
1,82,df_left,df_right,0.0
1,83,df_left,df_right,0.0
1,84,df_left,df_right,0.0
1,85,df_left,df_right,0.0
1,86,df_left,df_right,0.0
1,87,df_left,df_right,0.0
1,88,df_left,df_right,0.0
1,89,df_left,df_right,0.0
1,90,df_left,df_right,0.0
1,91,df_left,df_right,0.0
1,92,df_left,df_right,0.0
1,93,df_left,df_right,0.0
1,94,df_left,df_right,0.0
1,95,df_left,df_right,0.0
1,96,df_left,df_right,0.0
1,97,df_left,df_right,0.0
1,98,df_left,df_right,0.0
1,99,df_left,df_right,0.0
1,100,df_left,df_right,0.0
1,101,df_left,df_right,0.0
1,102,df_left,df_right,0.0
1,103,df_left,df_right,0.0
1,104,df_left,df_right,0.0
1,105,df_left,df_right,0.0
1,106,df_left,df_right,0.0
1,107,df_left,df_right,0.0
1,108,df_left,df_right,0.0
1,109,df_left,df_right,0.0
1,110,df_left,df_right,0.0
1,111,df_left,df_right,0.0
1,112,df_left,df_right,0.0
1,113,df_left,df_right,0.0
1,114,df_left,df_right,0.0
1,115,df_left,df_right,0.0
1,116,df_left,df_right,0.0
1,117,df_left,df_right,0.0
1,118,df_left,df_right,0.0
1,119,df_left,df_right,0.0
1,120,df_left,df_right,0.0
1,121,df_left,df_right,0.0
1,122,df_left,df_right,0.0
1,123,df_left,df_right,0.0
1,124,df_left,df_right,0.0
1,125,df_left,df_right,0.0
1,126,df_left,df_right,0.0
1,127,df_left,df_right,0.0
1,128,df_left,df_right,0.0
1,129,df_left,df_right,0.0
1,130,df_left,df_right,0.0
1,131,df_left,df_right,0.0
1,132,df_left,df_right,0.0
1,133,df_left,df_right,0.0
1,134,df_left,df_right,0.0
1,135,df_left,df_right,0.0
1,136,df_left,df_right,0.0
1,137,df_left,df_right,0.0
1,138,df_left,df_right,0.0
1,139,df_left,df_right,0.0
1,140,df_left,df_right,0.0
1,141,df_left,df_right,0.0
1,142,df_left,df_right,0.0
1,143,df_left,df_right,0.0
1,144,df_left,df_right,0.0
1,145,df_left,df_right,0.0
1,146,df_left,df_right,0.0
1,147,df_left,df_right,0.0
1,148,df_left,df_right,0.0
1,149,df_left,df_right,0.0
1,150,df_left,df_right,0.0
1,151,df_left,df_right,0.0
1,152,df_left,df_right,0.0
1,212,df_left,df_right,0.0
1,213,df_left,df_right,0.0
1,214,df_left,df_right,0.0
1,215,df_left,df_right,0.0
1,216,df_left,df_right,0.0
1,217,df_left,df_right,0.0
1,218,df_left,df_right,0.0
1,219,df_left,df_right,0.0
1,220,df_left,df_right,0.0
1,221,df_left,df_right,0.0
1,222,df_left,df_right,0.0
1,223,df_left,df_right,0.0
1,224,df_left,df_right,0.0
1,225,df_left,df_right,0.0
1,226,df_left,df_right,0.0
1,227,df_left,df_right,0.0
1,228,df_left,df_right,0.0
1,229,df_left,df_right,0.0
1,230,df_left,df_right,0.0
1,231,df_left,df_right,0.0
1,232,df_left,df_right,0.0
1,233,df_left,df_right,0.0
1,234,df_left,df_right,0.0
1,235,df_left,df_right,0.0
1,236,df_left,df_right,0.0
1,237,df_left,df_right,0.0
1,238,df_left,df_right,0.0
1,239,df_left,df_right,0.0
1,240,df_left,df_right,0.0
1,241,df_left,df_right,0.0
1,242,df_left,df_right,0.0
1,243,df_left,df_right,0.0
1,244,df_left,df_right,0.0
1,245,df_left,df_right,0.0
1,246,df_left,df_right,0.0
1,247,df_left,df_right,0.0
1,248,df_left,df_right,0.0
1,249,df_left,df_right,0.0
1,250,df_left,df_right,0.0
1,251,df_left,df_right,0.0
1,252,df_left,df_right,0.0
1,253,df_left,df_right,0.0
1,254,df_left,df_right,0.0
1,255,df_left,df_right,0.0
1,256,df_left,df_right,0.0
1,257,df_left,df_right,0.0
1,258,df_left,df_right,0.0
1,259,df_left,df_right,0.0
1,260,df_left,df_right,0.0
1,261,df_left,df_right,0.0
1,262,df_left,df_right,0.0
1,263,df_left,df_right,0.0
1,264,df_left,df_right,0.0
1,265,df_left,df_right,0.0
1,266,df_left,df_right,0.0
1,267,df_left,df_right,0.0
1,268,df_left,df_right,0.0
1,269,df_left,df_right,0.0
1,270,df_left,df_right,0.0
2,20,df_left,df_right,0.0
2,21,df_left,df_right,0.0
2,22,df_left,df_right,0.0
2,23,df_left,df_right,0.0
2,24,df_left,df_right,0.0
2,25,df_left,df_right,0.0
2,26,df_left,df_right,0.0
2,27,df_left,df_right,0.0
2,28,df_left,df_right,0.0
2,29,df_left,df_right,0.0
2,30,df_left,df_right,0.0
2,31,df_left,df_right,0.0
2,32,df_left,df_right,0.0
2,33,df_left,df_right,0.0
2,34,df_left,df_right,0.0
2,35,df_left,df_right,0.0
2,36,df_left,df_right,0.0
2,37,df_left,df_right,0.0
2,38,df_left,df_right,0.0
2,39,df_left,df_right,0.0
2,40,df_left,df_right,0.0
2,41,df_left,df_right,0.0
2,42,df_left,df_right,0.0
2,43,df_left,df_right,0.0
2,44,df_left,df_right,0.0
2,45,df_left,df_right,0.0
2,46,df_left,df_right,0.0
2,47,df_left,df_right,0.0
2,48,df_left,df_right,0.0
2,49,df_left,df_right,0.0
2,50,df_left,df_right,0.0
2,51,df_left,df_right,0.0
2,52,df_left,df_right,0.0
2,53,df_left,df_right,0.0
2,54,df_left,df_right,0.0
2,55,df_left,df_right,0.0
2,56,df_left,df_right,0.0
2,57,df_left,df_right,0.0
2,58,df_left,df_right,0.0
2,59,df_left,df_right,0.0
2,60,df_left,df_right,0.0
2,61,df_left,df_right,0.0
2,62,df_left,df_right,0.0
2,63,df_left,df_right,0.0
2,64,df_left,df_right,0.0
2,65,df_left,df_right,0.0
2,66,df_left,df_right,0.0
2,67,df_left,df_right,0.0
2,68,df_left,df_right,0.0
2,69,df_left,df_right,0.0
2,70,df_left,df_right,0.0
2,71,df_left,df_right,0.0
2,72,df_left,df_right,0.0
2,73,df_left,df_right,0.0
2,74,df_left,df_right,0.0
2,75,df_left,df_right,0.0
2,76,df_left,df_right,0.0
2,77,df_left,df_right,0.0
2,78,df_left,df_right,0.0
2,79,df_left,df_right,0.0
2,80,df_left,df_right,0.0
2,81,df_left,df_right,0.0
2,82,df_left,df_right,0.0
2,83,df_left,df_right,0.0
2,84,df_left,df_right,0.0
2,85,df_left,df_right,0.0
2,86,df_left,df_right,0.0
2,87,df_left,df_right,0.0
2,88,df_left,df_right,0.0
2,89,df_left,df_right,0.0
2,90,df_left,df_right,0.0
2,91,df_left,df_right,0.0
2,92,df_left,df_right,0.0
2,93,df_left,df_right,0.0
2,94,df_left,df_right,0.0
2,95,df_left,df_right,0.0
2,96,df_left,df_right,0.0
2,97,df_left,df_right,0.0
2,98,df_left,df_right,0.0
2,99,df_left,df_right,0.0
2,100,df_left,df_right,0.0
2,101,df_left,df_right,0.0
2,102,df_left,df_right,0.0
2,103,df_left,df_right,0.0
2,104,df_left,df_right,0.0
2,105,df_left,df_right,0.0
2,106,df_left,df_right,0.0
2,107,df_left,df_right,0.0
2,108,df_left,df_right,0.0
2,109,df_left,df_right,0.0
2,110,df_left,df_right,0.0
2,111,df_left,df_right,0.0
2,112,df_left,df_right,0.0
2,113,df_left,df_right,0.0
2,114,df_left,df_right,0.0
2,115,df_left,df_right,0.0
2,116,df_left,df_right,0.0
2,117,df_left,df_right,0.0
2,118,df_left,df_right,0.0
2,119,df_left,df_right,0.0
2,120,df_left,df_right,0.0
2,121,df_left,df_right,0.0
2,122,df_left,df_right,0.0
2,123,df_left,df_right,0.0
2,124,df_left,df_right,0.0
2,125,df_left,df_right,0.0
2,126,df_left,df_right,0.0
2,127,df_left,df_right,0.0
2,128,df_left,df_right,0.0
2,129,df_left,df_right,0.0
2,130,df_left,df_right,0.0
2,131,df_left,df_right,0.0
2,132,df_left,df_right,0.0
2,133,df_left,df_right,0.0
2,134,df_left,df_right,0.0
2,135,df_left,df_right,0.0
2,136,df_left,df_right,0.0
2,137,df_left,df_right,0.0
2,138,df_left,df_right,0.0
2,139,df_left,df_right,0.0
2,140,df_left,df_right,0.0
2,141,df_left,df_right,0.0
2,142,df_left,df_right,0.0
2,143,df_left,df_right,0.0
2,144,df_left,df_right,0.0
2,145,df_left,df_right,0.0
2,146,df_left,df_right,0.0
2,147,df_left,df_right,0.0
2,148,df_left,df_right,0.0
2,149,df_left,df_right,0.0
2,150,df_left,df_right,0.0
2,151,df_left,df_right,0.0
2,152,df_left,df_right,0.0
2,212,df_left,df_right,0.0
2,213,df_left,df_right,0.0
2,214,df_left,df_right,0.0
2,215,df_left,df_right,0.0
2,216,df_left,df_right,0.0
2,217,df_left,df_right,0.0
2,218,df_left,df_right,0.0
2,219,df_left,df_right,0.0
2,220,df_left,df_right,0.0
2,221,df_left,df_right,0.0
2,222,df_left,df_right,0.0
2,223,df_left,df_right,0.0
2,224,df_left,df_right,0.0
2,225,df_left,df_right,0.0
2,226,df_left,df_right,0.0
2,227,df_left,df_right,0.0
2,228,df_left,df_right,0.0
2,229,df_left,df_right,0.0
2,230,df_left,df_right,0.0
2,231,df_left,df_right,0.0
2,232,df_left,df_right,0.0
2,233,df_left,df_right,0.0
2,234,df_left,df_right,0.0
2,235,df_left,df_right,0.0
2,236,df_left,df_right,0.0
2,237,df_left,df_right,0.0
2,238,df_left,df_right,0.0
2,239,df_left,df_right,0.0
2,240,df_left,df_right,0.0
2,241,df_left,df_right,0.0
2,242,df_left,df_right,0.0
2,243,df_left,df_right,0.0
2,244,df_left,df_right,0.0
2,245,df_left,df_right,0.0
2,246,df_left,df_right,0.0
2,247,df_left,df_right,0.0
2,248,df_left,df_right,0.0
2,249,df_left,df_right,0.0
2,250,df_left,df_right,0.0
2,251,df_left,df_right,0.0
2,252,df_left,df_right,0.0
2,253,df_left,df_right,0.0
2,254,df_left,df_right,0.0
2,255,df_left,df_right,0.0
2,256,df_left,df_right,0.0
2,257,df_left,df_right,0.0
2,258,df_left,df_right,0.0
2,259,df_left,df_right,0.0
2,260,df_left,df_right,0.0
2,261,df_left,df_right,0.0
2,262,df_left,df_right,0.0
2,263,df_left,df_right,0.0
2,264,df_left,df_right,0.0
2,265,df_left,df_right,0.0
2,266,df_left,df_right,0.0
2,267,df_left,df_right,0.0
2,268,df_left,df_right,0.0
2,269,df_left,df_right,0.0
2,270,df_left,df_right,0.0
3,20,df_left,df_right,0.0
3,21,df_left,df_right,0.0
3,22,df_left,df_right,0.0
3,23,df_left,df_right,0.0
3,24,df_left,df_right,0.0
3,25,df_left,df_right,0.0
3,26,df_left,df_right,0.0
3,27,df_left,df_right,0.0
3,28,df_left,df_right,0.0
3,29,df_left,df_right,0.0
3,30,df_left,df_right,0.0
3,31,df_left,df_right,0.0
3,32,df_left,df_right,0.0
3,33,df_left,df_right,0.0
3,34,df_left,df_right,0.0
3,35,df_left,df_right,0.0
3,36,df_left,df_right,0.0
3,37,df_left,df_right,0.0
3,38,df_left,df_right,0.0
3,39,df_left,df_right,0.0
3,40,df_left,df_right,0.0
3,41,df_left,df_right,0.0
3,42,df_left,df_right,0.0
3,43,df_left,df_right,0.0
3,44,df_left,df_right,0.0
3,45,df_left,df_right,0.0
3,46,df_left,df_right,0.0
3,47,df_left,df_right,0.0
3,48,df_left,df_right,0.0
3,49,df_left,df_right,0.0
3,50,df_left,df_right,0.0
3,51,df_left,df_right,0.0
3,52,df_left,df_right,0.0
3,53,df_left,df_right,0.0
3,54,df_left,df_right,0.0
3,55,df_left,df_right,0.0
3,56,df_left,df_right,0.0
3,57,df_left,df_right,0.0
3,58,df_left,df_right,0.0
3,59,df_left,df_right,0.0
3,60,df_left,df_right,0.0
3,61,df_left,df_right,0.0
3,62,df_left,df_right,0.0
3,63,df_left,df_right,0.0
3,64,df_left,df_right,0.0
3,65,df_left,df_right,0.0
3,66,df_left,df_right,0.0
3,67,df_left,df_right,0.0
3,68,df_left,df_right,0.0
3,69,df_left,df_right,0.0
3,70,df_left,df_right,0.0
3,71,df_left,df_right,0.0
3,72,df_left,df_right,0.0
3,73,df_left,df_right,0.0
3,74,df_left,df_right,0.0
3,75,df_left,df_right,0.0
3,76,df_left,df_right,0.0
3,77,df_left,df_right,0.0
3,78,df_left,df_right,0.0
3,79,df_left,df_right,0.0
3,80,df_left,df_right,0.0
3,81,df_left,df_right,0.0
3,82,df_left,df_right,0.0
3,83,df_left,df_right,0.0
3,84,df_left,df_right,0.0
3,85,df_left,df_right,0.0
3,86,df_left,df_right,0.0
3,87,df_left,df_right,0.0
3,88,df_left,df_right,0.0
3,89,df_left,df_right,0.0
3,90,df_left,df_right,0.0
3,91,df_left,df_right,0.0
3,92,df_left,df_right,0.0
3,93,df_left,df_right,0.0
3,94,df_left,df_right,0.0
3,95,df_left,df_right,0.0
3,96,df_left,df_right,0.0
3,97,df_left,df_right,0.0
3,98,df_left,df_right,0.0
3,99,df_left,df_right,0.0
3,100,df_left,df_right,0.0
3,101,df_left,df_right,0.0
3,102,df_left,df_right,0.0
3,103,df_left,df_right,0.0
3,104,df_left,df_right,0.0
3,105,df_left,df_right,0.0
3,106,df_left,df_right,0.0
3,107,df_left,df_right,0.0
3,108,df_left,df_right,0.0
3,109,df_left,df_right,0.0
3,110,df_left,df_right,0.0
3,111,df_left,df_right,0.0
3,112,df_left,df_right,0.0
3,113,df_left,df_right,0.0
3,114,df_left,df_right,0.0
3,115,df_left,df_right,0.0
3,116,df_left,df_right,0.0
3,117,df_left,df_right,0.0
3,118,df_left,df_right,0.0
3,119,df_left,df_right,0.0
3,120,df_left,df_right,0.0
3,121,df_left,df_right,0.0
3,122,df_left,df_right,0.0
3,123,df_left,df_right,0.0
3,124,df_left,df_right,0.0
3,125,df_left,df_right,0.0
3,126,df_left,df_right,0.0
3,127,df_left,df_right,0.0
3,128,df_left,df_right,0.0
3,129,df_left,df_right,0.0
3,130,df_left,df_right,0.0
3,131,df_left,df_right,0.0
3,132,df_left,df_right,0.0
3,133,df_left,df_right,0.0
3,134,df_left,df_right,0.0
3,135,df_left,df_right,0.0
3,136,df_left,df_right,0.0
3,137,df_left,df_right,0.0
3,138,df_left,df_right,0.0
3,139,df_left,df_right,0.0
3,140,df_left,df_right,0.0
3,141,df_left,df_right,0.0
3,142,df_left,df_right,0.0
3,143,df_left,df_right,0.0
3,144,df_left,df_right,0.0
3,145,df_left,df_right,0.0
3,146,df_left,df_right,0.0
3,147,df_left,df_right,0.0
3,148,df_left,df_right,0.0
3,149,df_left,df_right,0.0
3,150,df_left,df_right,0.0
3,151,df_left,df_right,0.0
3,152,df_left,df_right,0.0
3,212,df_left,df_right,0.0
3,213,df_left,df_right,0.0
3,214,df_left,df_right,0.0
3,215,df_left,df_right,0.0
3,216,df_left,df_right,0.0
3,217,df_left,df_right,0.0
3,218,df_left,df_right,0.0
3,219,df_left,df_right,0.0
3,220,df_left,df_right,0.0
3,221,df_left,df_right,0.0
3,222,df_left,df_right,0.0
3,223,df_left,df_right,0.0
3,224,df_left,df_right,0.0
3,225,df_left,df_right,0.0
3,226,df_left,df_right,0.0
3,227,df_left,df_right,0.0
3,228,df_left,df_right,0.0
3,229,df_left,df_right,0.0
3,230,df_left,df_right,0.0
3,231,df_left,df_right,0.0
3,232,df_left,df_right,0.0
3,233,df_left,df_right,0.0
3,234,df_left,df_right,0.0
3,235,df_left,df_right,0.0
3,236,df_left,df_right,0.0
3,237,df_left,df_right,0.0
3,238,df_left,df_right,0.0
3,239,df_left,df_right,0.0
3,240,df_left,df_right,0.0
3,241,df_left,df_right,0.0
3,242,df_left,df_right,0.0
3,243,df_left,df_right,0.0
3,244,df_left,df_right,0.0
3,245,df_left,df_right,0.0
3,246,df_left,df_right,0.0
3,247,df_left,df_right,0.0
3,248,df_left,df_right,0.0
3,249,df_left,df_right,0.0
3,250,df_left,df_right,0.0
3,251,df_left,df_right,0.0
3,252,df_left,df_right,0.0
3,253,df_left,df_right,0.0
3,254,df_left,df_right,0.0
3,255,df_left,df_right,0.0
3,256,df_left,df_right,0.0
3,257,df_left,df_right,0.0
3,258,df_left,df_right,0.0
3,259,df_left,df_right,0.0
3,260,df_left,df_right,0.0
3,261,df_left,df_right,0.0
3,262,df_left,df_right,0.0
3,263,df_left,df_right,0.0
3,264,df_left,df_right,0.0
3,265,df_left,df_right,0.0
3,266,df_left,df_right,0.0
3,267,df_left,df_right,0.0
3,268,df_left,df_right,0.0
3,269,df_left,df_right,0.0
3,270,df_left,df_right,0.0
4,20,df_left,df_right,0.0
4,21,df_left,df_right,0.0
4,22,df_left,df_right,0.0
4,23,df_left,df_right,0.0
4,24,df_left,df_right,0.0
4,25,df_left,df_right,0.0
4,26,df_left,df_right,0.0
4,27,df_left,df_right,0.0
4,28,df_left,df_right,0.0
4,29,df_left,df_right,0.0
4,30,df_left,df_right,0.0
4,31,df_left,df_right,0.0
4,32,df_left,df_right,0.0
4,33,df_left,df_right,0.0
4,34,df_left,df_right,0.0
4,35,df_left,df_right,0.0
4,36,df_left,df_right,0.0
4,37,df_left,df_right,0.0
4,38,df_left,df_right,0.0
4,39,df_left,df_right,0.0
4,40,df_left,df_right,0.0
4,41,df_left,df_right,0.0
4,42,df_left,df_right,0.0
4,43,df_left,df_right,0.0
4,44,df_left,df_right,0.0
4,45,df_left,df_right,0.0
4,46,df_left,df_right,0.0
4,47,df_left,df_right,0.0
4,48,df_left,df_right,0.0
4,49,df_left,df_right,0.0
4,50,df_left,df_right,0.0
4,51,df_left,df_right,0.0
4,52,df_left,df_right,0.0
4,53,df_left,df_right,0.0
4,54,df_left,df_right,0.0
4,55,df_left,df_right,0.0
4,56,df_left,df_right,0.0
4,57,df_left,df_right,0.0
4,58,df_left,df_right,0.0
4,59,df_left,df_right,0.0
4,60,df_left,df_right,0.0
4,61,df_left,df_right,0.0
4,62,df_left,df_right,0.0
